PROC CODE,PROCEDURE DESCRIPTION
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90845,PSYCHOANALYSIS                     
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90846,FAMILY PSYTX W/O PT 50 MIN         
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90847,FAMILY PSYTX W/PT 50 MIN           
90848,SPECIAL FAMILY THERAPY             
90848,SPECIAL FAMILY THERAPY             
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90853,GROUP PSYCHOTHERAPY (OTHER THAN OF 
90855,INTERACTIVE INDIVIDUAL MEDICAL PSYC
90855,INTERACTIVE INDIVIDUAL MEDICAL PSYC
90855,INTERACTIVE INDIVIDUAL MEDICAL PSYC
90855,INTERACTIVE INDIVIDUAL MEDICAL PSYC
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90857,INTERACTIVE GROUP PSYCHOTHERAPY    
90862,"PHARMACOLOGIC MANAGEMENT, INCLUDING"
90862,"PHARMACOLOGIC MANAGEMENT, INCLUDING"
90862,"PHARMACOLOGIC MANAGEMENT, INCLUDING"
